[START OF SIMULATION]
[0x00000000]	call r0,r0,0x00BA   R0=(PC+4)>>2=0x00000000,PC=(R0+0x00BA)<<2=0x000002E8
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000073F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000073F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000073F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000073FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007400]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007404]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007408]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000740C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007410]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007414]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007418]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000741C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007420]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007424]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007428]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000742C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007430]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007434]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007438]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000743C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007440]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007444]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007448]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000744C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007450]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007454]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007458]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000745C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007460]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007464]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007468]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000746C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007470]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007474]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007478]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000747C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007480]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007484]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007488]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000748C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007490]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007494]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007498]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000749C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000074A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000074A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000074A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000074AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000074B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000074B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000074B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000074BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000074C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000074C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000074C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000074CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000074D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000074D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000074D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000074DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000074E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000074E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000074E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000074EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000074F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000074F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000074F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000074FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007500]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007504]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007508]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000750C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007510]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007514]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007518]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000751C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007520]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007524]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007528]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000752C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007530]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007534]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007538]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000753C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007540]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007544]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007548]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000754C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007550]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007554]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007558]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000755C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007560]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007564]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007568]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000756C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007570]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007574]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007578]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000757C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007580]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007584]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007588]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000758C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007590]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007594]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007598]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000759C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000075A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000075A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000075A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000075AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000075B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000075B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000075B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000075BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000075C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000075C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000075C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000075CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000075D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000075D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000075D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000075DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000075E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000075E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000075E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000075EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000075F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000075F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000075F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000075FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007600]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007604]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007608]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000760C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007610]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007614]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007618]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000761C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007620]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007624]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007628]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000762C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007630]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007634]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007638]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000763C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007640]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007644]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007648]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000764C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007650]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007654]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007658]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000765C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007660]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007664]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007668]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000766C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007670]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007674]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007678]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000767C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007680]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007684]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007688]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000768C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007690]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007694]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007698]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000769C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000076A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000076A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000076A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000076AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000076B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000076B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000076B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000076BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000076C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000076C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000076C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000076CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000076D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000076D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000076D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000076DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000076E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000076E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000076E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000076EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000076F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000076F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000076F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000076FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007700]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007704]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007708]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000770C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007710]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007714]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007718]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000771C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007720]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007724]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007728]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000772C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007730]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007734]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007738]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000773C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007740]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007744]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007748]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000774C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007750]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007754]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007758]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000775C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007760]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007764]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007768]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000776C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007770]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007774]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007778]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000777C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007780]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007784]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007788]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000778C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x00007790]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x00007794]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x00007798]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000779C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000077A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000077A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000077A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000077AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000077B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000077B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000077B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000077BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000077C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000077C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000077C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000077CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000077D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000077D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000077D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000077DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000077E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x000077E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x000077E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x000077EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x000077F0]=0x0000001C
